iter	Logloss
138	0.4244838297
139	0.4235950967
140	0.4225319156
141	0.4213314757
142	0.4201308674
143	0.4184283746
144	0.4173827442
145	0.4161952203
146	0.414677852
147	0.4137347381
148	0.412387912
149	0.4110511641
150	0.4103175004
151	0.4094041971
152	0.4084183346
153	0.4073917237
154	0.4066550923
155	0.4061678373
156	0.4052880137
157	0.4046070101
158	0.4036538386
159	0.402705551
160	0.4020670937
161	0.4007321773
162	0.4000656262
163	0.3989230864
164	0.3984553628
165	0.3975034707
166	0.3971725773
167	0.396317797
168	0.3954157898
169	0.3943048285
170	0.3933651633
171	0.3927761487
172	0.3916527851
173	0.3909212311
174	0.3899962286
175	0.3891626103
176	0.3884952589
177	0.3875304589
178	0.3869745002
179	0.3866570581
180	0.3851228476
181	0.3845219497
182	0.3834571204
183	0.3824972133
184	0.3817821138
185	0.3805286689
186	0.3797633541
187	0.37901307
188	0.3784290444
189	0.3774004006
190	0.37668418
191	0.3757486019
192	0.3749220763
193	0.3738896695
194	0.3730947903
195	0.3722326122
196	0.3715151283
197	0.3707460596
198	0.3701236276
199	0.3693533653
200	0.3688726168
201	0.3682314497
202	0.3676473727
203	0.3670489022
204	0.3665254467
205	0.365775748
206	0.3652933645
207	0.3642351076
208	0.3634345134
209	0.3633633487
210	0.3625998101
211	0.3619301876
212	0.3610235062
213	0.3602466664
214	0.3593569553
215	0.3588259802
216	0.3580915054
217	0.3567552665
218	0.3558823249
219	0.3554148274
220	0.3549066299
221	0.3543146483
222	0.3538946868
223	0.3529160801
224	0.352135905
225	0.3515255943
226	0.3510305771
227	0.3502108383
228	0.3494637399
229	0.3487467758
230	0.347609545
231	0.3465745513
232	0.3457776266
233	0.345053244
234	0.3440140035
235	0.3432167242
236	0.3423423554
237	0.3413938444
238	0.3407373481
239	0.34016547
240	0.33890338
241	0.3382181111
242	0.3374358437
243	0.3367900643
244	0.3356102684
245	0.3351488046
246	0.3347783242
247	0.3341229461
248	0.3336527507
249	0.3336011664
250	0.3327838445
251	0.3320960999
252	0.3314992896
253	0.3305664269
254	0.3300779251
255	0.3294923579
256	0.3289104532
257	0.3284037884
258	0.3277710307
259	0.3273103134
260	0.3268894343
261	0.3259817524
262	0.3249084241
263	0.3240663039
264	0.3237734872
265	0.3232113522
266	0.3224033977
267	0.3222377353
268	0.3218871026
269	0.3212826248
270	0.3208789449
271	0.320166397
272	0.3195162044
273	0.3191554896
274	0.3186839147
275	0.3181227838
276	0.3175162332
277	0.3166916381
278	0.3161561469
279	0.3153269431
280	0.3148555228
281	0.3143785845
282	0.313926122
283	0.3133757152
284	0.3130007148
285	0.31234471
286	0.3119231026
287	0.3110359142
288	0.3104673503
289	0.3099995412
290	0.3093408482
291	0.3086738083
292	0.3080867889
293	0.3078776963
294	0.3074439539
295	0.3070755281
296	0.306621127
297	0.3062229567
298	0.3054974442
299	0.3046295477
300	0.3040313614
301	0.303499705
302	0.3030266088
303	0.3026440274
304	0.3019329181
305	0.3013724454
306	0.3006783613
307	0.2999685465
308	0.2992142713
309	0.2983624017
310	0.2981899522
311	0.297877633
312	0.297382644
313	0.296930899
314	0.2967270124
315	0.296496056
316	0.2961413623
317	0.2959057683
318	0.2954487913
319	0.2945139262
320	0.2938273373
321	0.2934678173
322	0.2932439101
323	0.2926287696
324	0.2920416951
325	0.2910630134
326	0.2905296946
327	0.2897661914
328	0.2889153807
329	0.2883984547
330	0.2881702756
331	0.2874473115
332	0.2868127461
333	0.2862539696
334	0.2857001028
335	0.285114954
336	0.2847244538
337	0.2842040683
338	0.2836929866
339	0.2833651684
340	0.2826762198
341	0.2822771833
342	0.2819870006
343	0.2814139078
344	0.280914457
345	0.2802417992
346	0.2793863879
347	0.2789012007
348	0.2783384859
349	0.2779142648
350	0.2773644469
351	0.2768910466
352	0.2762528538
353	0.2757371679
354	0.27517185
355	0.2745418978
356	0.2738956454
357	0.2733015086
358	0.2730007283
359	0.2724423388
360	0.2720029615
361	0.2716119893
362	0.2710569561
363	0.2703266864
364	0.269744128
365	0.2694782789
366	0.2690916104
367	0.2688390074
368	0.268224366
369	0.2673181564
370	0.2668658964
371	0.2665244502
372	0.2662996641
373	0.2661023865
374	0.2656571594
375	0.2651540935
376	0.2647295484
377	0.2644486169
378	0.2640870869
379	0.2635447679
380	0.2628942466
381	0.2624302578
382	0.2621162991
383	0.2615523911
384	0.2608175933
385	0.2602985366
386	0.2598570198
387	0.2591755382
388	0.2588468594
389	0.2585279886
390	0.2583542288
391	0.2576451674
392	0.2571513091
393	0.2566205984
394	0.2559922136
395	0.2554731222
396	0.255189569
397	0.2549310881
398	0.2544979654
399	0.2542916726
400	0.2537412886
401	0.2533685848
402	0.2528957901
403	0.2522453692
404	0.2518497337
405	0.2515820975
406	0.251292688
407	0.2509838124
408	0.2507650086
409	0.2503559288
410	0.2499190861
411	0.2495974369
412	0.2490933222
413	0.2487436373
414	0.2483532364
415	0.2473856235
416	0.2467765461
417	0.246485923
418	0.2461988004
419	0.2458382941
420	0.2454995661
421	0.2452022105
422	0.2448089865
423	0.2444297879
424	0.243926526
425	0.2436052121
426	0.243460049
427	0.2429306525
428	0.2421894694
429	0.241711616
430	0.2414800815
431	0.2412121922
432	0.2406377908
433	0.2399491636
434	0.2396581333
435	0.2390676454
436	0.2387005206
437	0.2384503306
438	0.2382330974
439	0.2379431997
440	0.2376850897
441	0.237212009
442	0.2369446514
443	0.2366500518
444	0.2363393904
445	0.2358133617
446	0.2355108158
447	0.2351816755
448	0.2346462671
449	0.2342832581
450	0.2338118602
451	0.2336881065
452	0.2334128212
453	0.233030735
454	0.2327172026
455	0.2322574523
456	0.2316565719
457	0.2311314988
458	0.2307933011
459	0.2305067326
460	0.2302996834
461	0.2299303606
462	0.2296721815
463	0.2289842461
464	0.2285906592
465	0.2283418462
466	0.2281132207
467	0.2275790681
468	0.2273020598
469	0.2268959717
470	0.2263705676
471	0.2259515489
472	0.2258675584
473	0.2253755115
474	0.2248050008
475	0.2244405748
476	0.2240219636
477	0.2237042961
478	0.2235849536
479	0.2229030152
480	0.2226796381
481	0.2221202492
482	0.2217005839
483	0.2213030111
484	0.2209909623
485	0.2207185592
486	0.2203811516
487	0.2200414733
488	0.2197407129
489	0.2195534608
490	0.2191123411
491	0.2188005396
492	0.2183594138
493	0.21818563
494	0.2178638014
495	0.2174218396
496	0.2170694251
497	0.2166366943
498	0.2161967777
499	0.2159310546
500	0.2157395234
501	0.2154463092
502	0.2150995778
503	0.2148119118
504	0.214322563
505	0.2139832194
506	0.2135658067
507	0.2131449803
508	0.212521761
509	0.2122841915
510	0.2120754945
511	0.2119257494
512	0.2116450408
513	0.2111694821
514	0.2106815523
515	0.2103960267
516	0.2102361665
517	0.2098977792
518	0.2096369027
519	0.2092854777
520	0.2088664813
521	0.2084632042
522	0.2081034526
523	0.2075891683
524	0.2073160234
525	0.2069378141
526	0.2065240458
527	0.2061562918
528	0.2058395727
529	0.2052769486
530	0.204925946
531	0.2046588421
532	0.2044757916
533	0.2040951767
534	0.2038661391
535	0.2038093217
536	0.2036062307
537	0.2032004913
538	0.202787364
539	0.2023793415
540	0.2018344051
541	0.201633676
542	0.2013589462
543	0.2010279467
544	0.2008925509
545	0.2003655184
546	0.2001060397
547	0.1999589221
548	0.1995755582
549	0.1992315205
550	0.1990328943
551	0.1989088257
552	0.1985350555
553	0.1983090041
554	0.1980389943
555	0.197841668
556	0.1976546593
557	0.1975191211
558	0.1971809885
559	0.1969669517
560	0.1965913648
561	0.1959941609
562	0.1958085107
563	0.1956256265
564	0.1954719287
565	0.1952645683
566	0.1949195184
567	0.1946011887
568	0.1941919235
569	0.1937595755
570	0.1936094704
571	0.1933097353
572	0.19297845
573	0.192735116
574	0.1924157338
575	0.1920755548
576	0.1918778354
577	0.1916203589
578	0.1913977431
579	0.1911502556
580	0.1907327922
581	0.190514285
582	0.1903405875
583	0.1900814153
584	0.1898099951
585	0.1895106751
586	0.1890741775
587	0.1888550412
588	0.1886049563
589	0.1882142221
590	0.1879720404
591	0.1875894887
592	0.1874087907
593	0.18714066
594	0.186814624
595	0.1864775176
596	0.1861174595
597	0.1858409958
598	0.1853797223
599	0.1851113078
600	0.1846061043
601	0.18439087
602	0.1842370159
603	0.1839810137
604	0.1837365016
605	0.1834395603
606	0.1831189927
607	0.1828604996
608	0.182687667
609	0.1826530259
610	0.1824292938
611	0.182225068
612	0.1817679999
613	0.1816375201
614	0.1814006678
615	0.1809760421
616	0.1806102017
617	0.1803987931
618	0.1800327544
619	0.1797648769
620	0.1795004371
621	0.1791799611
622	0.1788839743
623	0.1787145244
624	0.1785351817
625	0.1783920258
626	0.1780441386
627	0.1778648922
628	0.1775700207
629	0.177348393
630	0.1770559503
631	0.1770112215
632	0.1768781988
633	0.176786669
634	0.176368169
635	0.1761440872
636	0.1759547569
637	0.1757484941
638	0.1756019338
639	0.1751227873
640	0.1748255799
641	0.174616376
642	0.1743439113
643	0.1739063282
644	0.1738434072
645	0.1735947387
646	0.1733202221
647	0.173017562
648	0.1729025477
649	0.1725840075
650	0.1723379302
651	0.1721670214
652	0.1720115769
653	0.1717022344
654	0.1714351607
655	0.171136758
656	0.1708653715
657	0.1705839298
658	0.1703482606
659	0.1701339982
660	0.1698721889
661	0.1696619916
662	0.1694166537
663	0.1692612915
664	0.169054705
665	0.1688582916
666	0.168699541
667	0.1684482649
668	0.1682106041
669	0.1677545927
670	0.1675531872
671	0.1672806332
672	0.1671187829
673	0.1669062155
674	0.1667127721
675	0.1665045961
676	0.1662511097
677	0.1660085432
678	0.1657288059
679	0.1653946237
680	0.1651695474
681	0.1648285281
682	0.1645453388
683	0.1642938821
684	0.1640578858
685	0.163816347
686	0.1635772075
687	0.1633418997
688	0.1630188053
689	0.1627064292
690	0.1622708605
691	0.1621374486
692	0.1619020204
693	0.1616369038
694	0.1612905935
695	0.161032139
696	0.1609092667
697	0.1606194338
698	0.1605222604
699	0.1602804693
700	0.1598706688
701	0.1593934807
702	0.1592309293
703	0.1589405909
704	0.158817543
705	0.1583779513
706	0.1582066377
707	0.1580663371
708	0.1579345766
709	0.1577297104
710	0.1574721794
711	0.1572547485
712	0.1569589346
713	0.1566773977
714	0.1564210883
715	0.1560634122
716	0.1558065131
717	0.1554364444
718	0.1553045726
719	0.1550677436
720	0.1548287326
721	0.1546967874
722	0.1545598671
723	0.1541950846
724	0.1540580989
725	0.1539117502
726	0.1538268835
727	0.1537453109
728	0.1535617672
729	0.1534432224
730	0.1531275158
731	0.1529257301
732	0.1528039093
733	0.1526340583
734	0.1524235807
735	0.1522697477
736	0.1519705476
737	0.1518724288
738	0.1517244438
739	0.1515789119
740	0.1513471362
741	0.1511661106
742	0.1508935733
743	0.1505115285
744	0.1501933784
745	0.1500515549
746	0.149804303
747	0.1496012513
748	0.1495066763
749	0.1491475273
750	0.1488979127
751	0.1486315583
752	0.1484561893
753	0.1480692979
754	0.1477767858
755	0.1475163594
756	0.1473825726
757	0.1471889087
758	0.146955639
759	0.1468835845
760	0.1466134825
761	0.1464875368
762	0.1462467651
763	0.1461174685
764	0.1459373346
765	0.1457112838
766	0.1454969551
767	0.1452993385
768	0.1450965147
769	0.144874236
770	0.1446219284
771	0.1444239222
772	0.1442986216
773	0.1440071313
774	0.1438351709
775	0.1435820186
776	0.1433639614
777	0.1431324818
778	0.1429410201
779	0.1428228557
780	0.1427034274
781	0.1423976422
782	0.1421223001
783	0.141932351
784	0.1417217336
785	0.1415484852
786	0.14131568
787	0.141026347
788	0.140912365
789	0.140746517
790	0.1405787677
791	0.1404338286
792	0.1402166581
793	0.1401577482
794	0.1400523218
795	0.1397550159
796	0.1396177088
797	0.1394437437
798	0.1392394325
799	0.1392041421
800	0.1389340348
801	0.1387980873
802	0.1386474961
803	0.1385595698
804	0.138478747
805	0.138362385
806	0.1382147894
807	0.1380777312
808	0.1379685005
809	0.1377233423
810	0.1375584873
811	0.137336908
812	0.1372190911
813	0.1368401877
814	0.1366110333
815	0.1363937841
816	0.1360591316
817	0.1359306818
818	0.1358191764
819	0.1354502811
820	0.1353914962
821	0.1352624356
822	0.1350777376
823	0.1349548351
824	0.1347077244
825	0.1344872848
826	0.1343182454
827	0.1342628306
828	0.1341168232
829	0.1339897102
830	0.1337505045
831	0.1336182374
832	0.133549643
833	0.1333927113
834	0.133180822
835	0.133151097
836	0.1329298687
837	0.132787458
838	0.1326352246
839	0.1324837066
840	0.1323663817
841	0.1321261198
842	0.1319661047
843	0.131749995
844	0.1314206845
845	0.1312594716
846	0.1309430136
847	0.1306714668
848	0.130247781
849	0.1300504259
850	0.129898837
851	0.1297237197
852	0.1296094201
853	0.1294624522
854	0.1292341068
855	0.1290608724
856	0.1289327455
857	0.1286559687
858	0.1284830157
859	0.1283027563
860	0.1281914266
861	0.1280489562
862	0.1279012175
863	0.1278105145
864	0.1276734129
865	0.1273726771
866	0.1271239138
867	0.126910669
868	0.1267829811
869	0.1265846813
870	0.1263390046
871	0.1260914468
872	0.1259734961
873	0.1258608386
874	0.1257594084
875	0.1256045597
876	0.1254335861
877	0.125314718
878	0.1252229107
879	0.1251402262
880	0.1249708098
881	0.1248277679
882	0.124721546
883	0.1246654972
884	0.1245393948
885	0.1243433112
886	0.1242285716
887	0.1240497906
888	0.1239645757
889	0.1238270535
890	0.1236699761
891	0.1235657147
892	0.1234249328
893	0.1233065167
894	0.1230717664
895	0.1229619184
896	0.1228359822
897	0.122716446
898	0.1225775425
899	0.1224362937
900	0.1222899526
901	0.1221132215
902	0.1220193345
903	0.121873837
904	0.1216012852
905	0.1213430624
906	0.1212256542
907	0.1211177584
908	0.1210142307
909	0.1208755077
910	0.12079148
911	0.1205877115
912	0.1204491877
913	0.1204005045
914	0.1202288959
915	0.119996944
916	0.119892108
917	0.1197644854
918	0.1195217548
919	0.1194202455
920	0.1192900918
921	0.119172188
922	0.1191028051
923	0.1189913527
924	0.1189114899
925	0.1187269285
926	0.1186116221
927	0.11845207
928	0.1183557926
929	0.1182352235
930	0.1181513463
931	0.1180157903
932	0.1178684178
933	0.1177146636
934	0.1176078015
935	0.1174099351
936	0.1173301963
937	0.1172015033
938	0.1170640476
939	0.1169426546
940	0.1168267349
941	0.1167525642
942	0.1166417903
943	0.1165096782
944	0.116458136
945	0.1163642231
946	0.1162930341
947	0.1161734352
948	0.1160932197
949	0.1159357464
950	0.1157999392
951	0.1157186159
952	0.1156005465
953	0.1155570006
954	0.115482112
955	0.1154480609
956	0.115321976
957	0.1152664306
958	0.1152267728
959	0.1150798571
960	0.1150571081
961	0.1149155959
962	0.1147752246
963	0.1147320814
964	0.114557965
965	0.1144074173
966	0.1143267931
967	0.114263544
968	0.1140695081
969	0.1139894991
970	0.113898971
971	0.1137588918
972	0.1135530316
973	0.1134307115
974	0.1133012203
975	0.1131538095
976	0.1130389033
977	0.1129268543
978	0.1128522663
979	0.112720647
980	0.1126360725
981	0.1125167623
982	0.1124049368
983	0.1123136499
984	0.112084038
985	0.1119719243
986	0.1118429451
987	0.111702928
988	0.1115524212
989	0.1114454681
990	0.1113339014
991	0.1111823759
992	0.1111097783
993	0.1109908192
994	0.1108312109
995	0.1107174534
996	0.110703357
997	0.1105770349
998	0.1104816995
999	0.1103313498
